交易 #,種類,信號,日期/時間,價格 BTC,合約,獲利 BTC,獲利 %,累計獲利 BTC,累計獲利 %,最大交易獲利 BTC,最大交易獲利 %,最大交易虧損 BTC,最大交易虧損 %
247,多頭出場,Trailing Stop,2023-11-05 03:30,0.05304,40292242.226,402.92,0.02,6281.40,0.38,402.92,0.02,805.84,0.04
247,多頭進場,Long,2023-11-05 03:30,0.05303,40292242.226,402.92,0.02,6281.40,0.38,402.92,0.02,805.84,0.04
246,多頭出場,Trailing Stop,2023-11-04 23:15,0.05304,32014349.9556,320.14,0.02,5878.48,0.3,320.14,0.02,320.14,0.02
246,多頭進場,Long,2023-11-04 23:15,0.05303,32014349.9556,320.14,0.02,5878.48,0.3,320.14,0.02,320.14,0.02
245,多頭出場,Trailing Stop,2023-11-04 12:15,0.05302,41945912.4924,419.46,0.02,5558.34,0.4,419.46,0.02,838.92,0.04
245,多頭進場,Long,2023-11-04 12:15,0.05301,41945912.4924,419.46,0.02,5558.34,0.4,419.46,0.02,838.92,0.04
244,多頭出場,Trailing Stop,2023-11-03 09:30,0.05226,37834479.9764,378.34,0.02,5138.88,0.36,378.34,0.02,0,0
244,多頭進場,Long,2023-11-03 09:30,0.05225,37834479.9764,378.34,0.02,5138.88,0.36,378.34,0.02,0,0
243,空頭出場,Trailing Stop,2023-11-01 21:00,0.05233,11724951.3059,117.25,0.02,4760.53,0.11,117.25,0.02,1055.25,0.17
243,空頭進場,Short,2023-11-01 21:00,0.05234,11724951.3059,117.25,0.02,4760.53,0.11,117.25,0.02,1055.25,0.17
242,多頭出場,Trailing Stop,2023-11-01 19:00,0.05266,23469898.2278,234.70,0.02,4643.28,0.22,234.70,0.02,234.70,0.02
242,多頭進場,Long,2023-11-01 19:00,0.05265,23469898.2278,234.70,0.02,4643.28,0.22,234.70,0.02,234.70,0.02
241,空頭出場,Trailing Stop,2023-11-01 16:30,0.05223,34449460.5098,344.49,0.02,4408.59,0.33,344.49,0.02,344.49,0.02
241,空頭進場,Short,2023-11-01 16:30,0.05224,34449460.5098,344.49,0.02,4408.59,0.33,344.49,0.02,344.49,0.02
240,多頭出場,Trailing Stop,2023-11-01 00:30,0.05268,35521537.1472,355.22,0.02,4064.09,0.34,355.22,0.02,0,0
240,多頭進場,Long,2023-11-01 00:30,0.05267,35521537.1472,355.22,0.02,4064.09,0.34,355.22,0.02,0,0
239,空頭出場,Long,2023-11-01 00:30,0.05267,50042342.1863,-21017.78,-0.8,3708.88,-16.85,0,0,22018.63,0.84
239,空頭進場,Short,2023-10-31 21:30,0.05225,50042342.1863,-21017.78,-0.8,3708.88,-16.85,0,0,22018.63,0.84
238,空頭出場,Trailing Stop,2023-10-31 16:45,0.05231,42154380.8945,421.54,0.02,24726.66,0.34,421.54,0.02,0,0
238,空頭進場,Short,2023-10-31 16:45,0.05232,42154380.8945,421.54,0.02,24726.66,0.34,421.54,0.02,0,0
237,空頭出場,Trailing Stop,2023-10-30 12:30,0.05228,36563487.177,365.63,0.02,24305.12,0.3,365.63,0.02,731.27,0.04
237,空頭進場,Short,2023-10-30 12:30,0.05229,36563487.177,365.63,0.02,24305.12,0.3,365.63,0.02,731.27,0.04
236,空頭出場,Trailing Stop,2023-10-30 02:45,0.05197,43236505.2799,432.37,0.02,23939.48,0.35,432.37,0.02,864.73,0.04
236,空頭進場,Short,2023-10-30 02:45,0.05198,43236505.2799,432.37,0.02,23939.48,0.35,432.37,0.02,864.73,0.04
235,多頭出場,Trailing Stop,2023-10-30 02:15,0.05224,51093851.5684,510.94,0.02,23507.12,0.42,510.94,0.02,0,0
235,多頭進場,Long,2023-10-30 02:15,0.05223,51093851.5684,510.94,0.02,23507.12,0.42,510.94,0.02,0,0
234,多頭出場,Trailing Stop,2023-10-26 09:45,0.05333,16729654.673,167.30,0.02,22996.18,0.14,167.30,0.02,334.59,0.04
234,多頭進場,Long,2023-10-26 09:45,0.05332,16729654.673,167.30,0.02,22996.18,0.14,167.30,0.02,334.59,0.04
233,多頭出場,Trailing Stop,2023-10-26 08:00,0.05240,33639078.7195,336.39,0.02,22828.88,0.27,336.39,0.02,3363.91,0.19
233,多頭進場,Long,2023-10-26 08:00,0.05239,33639078.7195,336.39,0.02,22828.88,0.27,336.39,0.02,3363.91,0.19
232,空頭出場,Trailing Stop,2023-10-24 02:30,0.05268,8354697.7581,83.55,0.02,22492.49,0.07,83.55,0.02,334.19,0.08
232,空頭進場,Short,2023-10-24 02:30,0.05269,8354697.7581,83.55,0.02,22492.49,0.07,83.55,0.02,334.19,0.08
231,空頭出場,Trailing Stop,2023-10-23 20:00,0.05456,22760373.3008,227.60,0.02,22408.94,0.19,227.60,0.02,0,0
231,空頭進場,Short,2023-10-23 20:00,0.05457,22760373.3008,227.60,0.02,22408.94,0.19,227.60,0.02,0,0
230,多頭出場,Trailing Stop,2023-10-23 04:30,0.05559,24392100.1499,243.92,0.02,22181.34,0.2,243.92,0.02,0,0
230,多頭進場,Long,2023-10-23 04:30,0.05558,24392100.1499,243.92,0.02,22181.34,0.2,243.92,0.02,0,0
229,空頭出場,Trailing Stop,2023-10-22 12:45,0.05446,50997438.3442,509.97,0.02,21937.42,0.42,509.97,0.02,509.97,0.02
229,空頭進場,Short,2023-10-22 12:45,0.05447,50997438.3442,509.97,0.02,21937.42,0.42,509.97,0.02,509.97,0.02
228,空頭出場,Trailing Stop,2023-10-21 20:00,0.05412,30683723.1776,306.84,0.02,21427.44,0.25,306.84,0.02,613.67,0.04
228,空頭進場,Short,2023-10-21 20:00,0.05413,30683723.1776,306.84,0.02,21427.44,0.25,306.84,0.02,613.67,0.04
227,空頭出場,Trailing Stop,2023-10-20 11:45,0.05405,20942339.0844,209.42,0.02,21120.61,0.17,209.42,0.02,0,0
227,空頭進場,Short,2023-10-20 11:45,0.05406,20942339.0844,209.42,0.02,21120.61,0.17,209.42,0.02,0,0
226,空頭出場,Trailing Stop,2023-10-20 11:15,0.05423,22454472.5697,224.54,0.02,20911.18,0.19,224.54,0.02,0,0
226,空頭進場,Short,2023-10-20 11:15,0.05424,22454472.5697,224.54,0.02,20911.18,0.19,224.54,0.02,0,0
225,空頭出場,Trailing Stop,2023-10-20 04:30,0.05429,28076622.1747,280.77,0.02,20686.64,0.23,280.77,0.02,0,0
225,空頭進場,Short,2023-10-20 04:30,0.05430,28076622.1747,280.77,0.02,20686.64,0.23,280.77,0.02,0,0
224,多頭出場,Trailing Stop,2023-10-18 11:45,0.05571,39906233.9073,399.06,0.02,20405.87,0.33,399.06,0.02,399.06,0.02
224,多頭進場,Long,2023-10-18 11:45,0.05570,39906233.9073,399.06,0.02,20405.87,0.33,399.06,0.02,399.06,0.02
223,空頭出場,Trailing Stop,2023-10-15 02:00,0.05779,74222950.6354,742.23,0.02,20006.81,0.62,742.23,0.02,2226.69,0.05
223,空頭進場,Short,2023-10-15 01:45,0.05780,74222950.6354,742.23,0.02,20006.81,0.62,742.23,0.02,2226.69,0.05
222,多頭出場,Trailing Stop,2023-10-14 22:15,0.05801,81970941.1104,819.71,0.02,19264.58,0.69,819.71,0.02,0,0
222,多頭進場,Long,2023-10-14 22:15,0.05800,81970941.1104,819.71,0.02,19264.58,0.69,819.71,0.02,0,0
221,多頭出場,Trailing Stop,2023-10-13 22:00,0.05781,51138323.0046,511.38,0.02,18444.87,0.43,511.38,0.02,511.38,0.02
221,多頭進場,Long,2023-10-13 22:00,0.05780,51138323.0046,511.38,0.02,18444.87,0.43,511.38,0.02,511.38,0.02
220,空頭出場,Trailing Stop,2023-10-11 07:15,0.05731,50492805.0232,504.93,0.02,17933.49,0.43,504.93,0.02,2019.71,0.07
220,空頭進場,Short,2023-10-11 07:15,0.05732,50492805.0232,504.93,0.02,17933.49,0.43,504.93,0.02,2019.71,0.07
219,空頭出場,Trailing Stop,2023-10-08 06:45,0.05831,56989083.7752,569.89,0.02,17428.56,0.49,569.89,0.02,569.89,0.02
219,空頭進場,Short,2023-10-08 06:45,0.05832,56989083.7752,569.89,0.02,17428.56,0.49,569.89,0.02,569.89,0.02
218,空頭出場,Trailing Stop,2023-10-06 21:00,0.05888,42323218.3289,423.23,0.02,16858.67,0.36,423.23,0.02,0,0
218,空頭進場,Short,2023-10-06 21:00,0.05889,42323218.3289,423.23,0.02,16858.67,0.36,423.23,0.02,0,0
217,多頭出場,Trailing Stop,2023-10-06 14:15,0.05931,38524481.3223,385.24,0.02,16435.44,0.33,385.24,0.02,3081.96,0.13
217,多頭進場,Long,2023-10-06 14:00,0.05930,38524481.3223,385.24,0.02,16435.44,0.33,385.24,0.02,3081.96,0.13
216,多頭出場,Trailing Stop,2023-10-03 21:15,0.06057,56788141.962,567.88,0.02,16050.19,0.49,567.88,0.02,0,0
216,多頭進場,Long,2023-10-03 21:15,0.06056,56788141.962,567.88,0.02,16050.19,0.49,567.88,0.02,0,0
215,空頭出場,Trailing Stop,2023-10-02 01:15,0.06188,25638395.7527,256.38,0.02,15482.31,0.22,256.38,0.02,0,0
215,空頭進場,Short,2023-10-02 01:15,0.06189,25638395.7527,256.38,0.02,15482.31,0.22,256.38,0.02,0,0
214,多頭出場,Trailing Stop,2023-09-30 15:00,0.06230,70122285.9698,701.22,0.02,15225.93,0.61,701.22,0.02,0,0
214,多頭進場,Long,2023-09-30 15:00,0.06229,70122285.9698,701.22,0.02,15225.93,0.61,701.22,0.02,0,0
213,多頭出場,Trailing Stop,2023-09-29 08:45,0.06190,30187513.232,301.88,0.02,14524.70,0.26,301.88,0.02,0,0
213,多頭進場,Long,2023-09-29 08:45,0.06189,30187513.232,301.88,0.02,14524.70,0.26,301.88,0.02,0,0
212,多頭出場,Trailing Stop,2023-09-28 08:00,0.06111,56283095.5532,562.83,0.02,14222.83,0.5,562.83,0.02,562.83,0.02
212,多頭進場,Long,2023-09-28 08:00,0.06110,56283095.5532,562.83,0.02,14222.83,0.5,562.83,0.02,562.83,0.02
211,空頭出場,Trailing Stop,2023-09-27 13:15,0.06075,33052913.5329,330.53,0.02,13660.00,0.29,330.53,0.02,0,0
211,空頭進場,Short,2023-09-27 13:15,0.06076,33052913.5329,330.53,0.02,13660.00,0.29,330.53,0.02,0,0
210,多頭出場,Trailing Stop,2023-09-27 10:45,0.06098,56253194.3122,562.53,0.02,13329.47,0.5,562.53,0.02,3375.19,0.1
210,多頭進場,Long,2023-09-27 10:45,0.06097,56253194.3122,562.53,0.02,13329.47,0.5,562.53,0.02,3375.19,0.1
209,多頭出場,Trailing Stop,2023-09-26 23:00,0.06072,76701602.1784,767.02,0.02,12766.94,0.68,767.02,0.02,4602.10,0.1
209,多頭進場,Long,2023-09-26 22:30,0.06071,76701602.1784,767.02,0.02,12766.94,0.68,767.02,0.02,4602.10,0.1
208,多頭出場,Trailing Stop,2023-09-25 03:00,0.06025,40548234.6552,405.48,0.02,11999.92,0.36,405.48,0.02,1216.45,0.05
208,多頭進場,Long,2023-09-25 02:45,0.06024,40548234.6552,405.48,0.02,11999.92,0.36,405.48,0.02,1216.45,0.05
207,空頭出場,Trailing Stop,2023-09-24 19:45,0.05977,54260438.5678,542.60,0.02,11594.44,0.49,542.60,0.02,0,0
207,空頭進場,Short,2023-09-24 19:45,0.05978,54260438.5678,542.60,0.02,11594.44,0.49,542.60,0.02,0,0
206,空頭出場,Trailing Stop,2023-09-24 19:15,0.05983,72265415.2885,722.65,0.02,11051.83,0.65,722.65,0.02,0,0
206,空頭進場,Short,2023-09-24 19:15,0.05984,72265415.2885,722.65,0.02,11051.83,0.65,722.65,0.02,0,0
205,多頭出場,Trailing Stop,2023-09-24 16:00,0.06001,120193833.9773,1201.94,0.02,10329.18,1.1,1201.94,0.02,0,0
205,多頭進場,Long,2023-09-24 16:00,0.06000,120193833.9773,1201.94,0.02,10329.18,1.1,1201.94,0.02,0,0
204,空頭出場,Trailing Stop,2023-09-23 14:00,0.05991,102102196.0677,1021.02,0.02,9127.24,0.94,1021.02,0.02,0,0
204,空頭進場,Short,2023-09-23 14:00,0.05992,102102196.0677,1021.02,0.02,9127.24,0.94,1021.02,0.02,0,0
203,多頭出場,Trailing Stop,2023-09-22 20:00,0.05998,84628297.3451,846.28,0.02,8106.22,0.79,846.28,0.02,846.28,0.02
203,多頭進場,Long,2023-09-22 20:00,0.05997,84628297.3451,846.28,0.02,8106.22,0.79,846.28,0.02,846.28,0.02
202,空頭出場,Trailing Stop,2023-09-21 11:45,0.05997,41438179.9565,414.38,0.02,7259.94,0.39,414.38,0.02,414.38,0.02
202,空頭進場,Short,2023-09-21 11:45,0.05998,41438179.9565,414.38,0.02,7259.94,0.39,414.38,0.02,414.38,0.02
201,空頭出場,Trailing Stop,2023-09-17 21:45,0.06127,61580560.1999,615.81,0.02,6845.55,0.58,615.81,0.02,1231.61,0.03
201,空頭進場,Short,2023-09-17 21:45,0.06128,61580560.1999,615.81,0.02,6845.55,0.58,615.81,0.02,1231.61,0.03
200,多頭出場,Trailing Stop,2023-09-16 07:00,0.06178,60395020.4535,603.95,0.02,6229.75,0.57,603.95,0.02,2415.80,0.06
200,多頭進場,Long,2023-09-16 06:30,0.06177,60395020.4535,603.95,0.02,6229.75,0.57,603.95,0.02,2415.80,0.06
199,多頭出場,Trailing Stop,2023-09-16 03:30,0.06172,46585413.9797,465.85,0.02,5625.80,0.44,465.85,0.02,0,0
199,多頭進場,Long,2023-09-16 03:30,0.06171,46585413.9797,465.85,0.02,5625.80,0.44,465.85,0.02,0,0
198,多頭出場,Close entry(s) order Long,2023-09-15 22:30,0.06157,48875443.5396,-6353.81,-0.21,5159.94,-5.7,0,0,6353.81,0.21
198,多頭進場,Long,2023-09-15 22:15,0.06170,48875443.5396,-6353.81,-0.21,5159.94,-5.7,0,0,6353.81,0.21
197,多頭出場,Trailing Stop,2023-09-14 02:00,0.06169,42667690.2169,426.68,0.02,11513.75,0.38,426.68,0.02,1280.03,0.05
197,多頭進場,Long,2023-09-14 02:00,0.06168,42667690.2169,426.68,0.02,11513.75,0.38,426.68,0.02,1280.03,0.05
196,空頭出場,Trailing Stop,2023-09-11 17:15,0.06208,25640119.9768,256.40,0.02,11087.07,0.23,256.40,0.02,512.80,0.03
196,空頭進場,Short,2023-09-11 17:15,0.06209,25640119.9768,256.40,0.02,11087.07,0.23,256.40,0.02,512.80,0.03
195,空頭出場,Trailing Stop,2023-09-11 16:00,0.06200,24373197.7267,243.73,0.02,10830.67,0.22,243.73,0.02,0,0
195,空頭進場,Short,2023-09-11 16:00,0.06201,24373197.7267,243.73,0.02,10830.67,0.22,243.73,0.02,0,0
194,空頭出場,Trailing Stop,2023-09-10 16:15,0.06278,54910514.7591,549.11,0.02,10586.94,0.5,549.11,0.02,1098.21,0.03
194,空頭進場,Short,2023-09-10 16:15,0.06279,54910514.7591,549.11,0.02,10586.94,0.5,549.11,0.02,1098.21,0.03
193,空頭出場,Trailing Stop,2023-09-09 14:15,0.06315,106401625.2965,1064.02,0.02,10037.84,0.98,1064.02,0.02,1064.02,0.02
193,空頭進場,Short,2023-09-09 14:15,0.06316,106401625.2965,1064.02,0.02,10037.84,0.98,1064.02,0.02,1064.02,0.02
192,空頭出場,Trailing Stop,2023-09-06 18:15,0.06332,53961919.5122,539.62,0.02,8973.82,0.5,539.62,0.02,2698.10,0.08
192,空頭進場,Short,2023-09-06 18:15,0.06333,53961919.5122,539.62,0.02,8973.82,0.5,539.62,0.02,2698.10,0.08
191,空頭出場,Trailing Stop,2023-09-06 18:00,0.06333,74421626.3242,744.22,0.02,8434.20,0.69,744.22,0.02,9674.81,0.21
191,空頭進場,Short,2023-09-06 15:15,0.06334,74421626.3242,744.22,0.02,8434.20,0.69,744.22,0.02,9674.81,0.21
190,多頭出場,Trailing Stop,2023-09-05 15:30,0.06344,70604841.3017,706.05,0.02,7689.98,0.66,706.05,0.02,1412.10,0.03
190,多頭進場,Long,2023-09-05 15:30,0.06343,70604841.3017,706.05,0.02,7689.98,0.66,706.05,0.02,1412.10,0.03
189,多頭出場,Trailing Stop,2023-09-05 08:45,0.06317,53691753.9434,536.92,0.02,6983.94,0.5,536.92,0.02,2684.59,0.08
189,多頭進場,Long,2023-09-05 07:00,0.06316,53691753.9434,536.92,0.02,6983.94,0.5,536.92,0.02,2684.59,0.08
188,空頭出場,Trailing Stop,2023-09-05 04:15,0.06293,52731620.6003,527.32,0.02,6447.02,0.5,527.32,0.02,0,0
188,空頭進場,Short,2023-09-05 04:15,0.06294,52731620.6003,527.32,0.02,6447.02,0.5,527.32,0.02,0,0
