交易 #,種類,信號,日期/時間,價格 USD,合約,獲利 USD,獲利 %,累計獲利 USD,累計獲利 %,最大交易獲利 USD,最大交易獲利 %,最大交易虧損 USD,最大交易虧損 %
595,多頭出場,Close entry(s) order Long,2023-05-20 19:00,27145,91.7509,9542.09,0.38,-3649.33,10.99,9542.09,0.38,2110.27,0.09
595,多頭進場,Long,2023-05-20 18:45,27041,91.7509,9542.09,0.38,-3649.33,10.99,9542.09,0.38,2110.27,0.09
594,空頭出場,Close entry(s) order Short,2023-05-19 18:00,26844,22.317657,1026.61,0.17,-13191.43,1.2,1629.19,0.27,1785.41,0.3
594,空頭進場,Short,2023-05-19 17:00,26890,22.317657,1026.61,0.17,-13191.43,1.2,1629.19,0.27,1785.41,0.3
593,多頭出場,Close entry(s) order Long,2023-05-17 19:30,27151,27.303091,1774.70,0.24,-14218.04,2.11,1774.70,0.24,354.94,0.05
593,多頭進場,Long,2023-05-17 19:00,27086,27.303091,1774.70,0.24,-14218.04,2.11,1774.70,0.24,354.94,0.05
592,多頭出場,Close entry(s) order Long,2023-05-15 18:45,27465,28.354961,-4480.08,-0.57,-15992.74,-5.06,1219.26,0.16,4877.05,0.62
592,多頭進場,Long,2023-05-15 18:15,27623,28.354961,-4480.08,-0.57,-15992.74,-5.06,1219.26,0.16,4877.05,0.62
591,多頭出場,Close entry(s) order Long,2023-05-15 17:45,27401,39.866547,-4106.25,-0.37,-11512.65,-4.43,3229.19,0.29,4584.65,0.42
591,多頭進場,Long,2023-05-15 17:30,27504,39.866547,-4106.25,-0.37,-11512.65,-4.43,3229.19,0.29,4584.65,0.42
590,多頭出場,Close entry(s) order Long,2023-05-15 03:00,27221,29.243201,2397.94,0.3,-7406.40,2.66,4708.16,0.59,497.13,0.06
590,多頭進場,Long,2023-05-15 02:45,27139,29.243201,2397.94,0.3,-7406.40,2.66,4708.16,0.59,497.13,0.06
589,多頭出場,Close entry(s) order Long,2023-05-14 18:00,26964,42.006286,-6048.91,-0.53,-9804.34,-6.28,1638.25,0.14,6973.04,0.61
589,多頭進場,Long,2023-05-14 16:45,27108,42.006286,-6048.91,-0.53,-9804.34,-6.28,1638.25,0.14,6973.04,0.61
588,空頭出場,Close entry(s) order Short,2023-05-10 21:30,27892,15.466908,-10888.70,-2.59,-3755.44,-10.16,324.81,0.08,12559.13,2.99
588,空頭進場,Short,2023-05-10 18:30,27188,15.466908,-10888.70,-2.59,-3755.44,-10.16,324.81,0.08,12559.13,2.99
587,多頭出場,Close entry(s) order Long,2023-05-10 15:15,28194,31.255206,656.36,0.07,7133.27,0.62,2719.20,0.31,1750.29,0.2
587,多頭進場,Long,2023-05-10 14:45,28173,31.255206,656.36,0.07,7133.27,0.62,2719.20,0.31,1750.29,0.2
586,多頭出場,Close entry(s) order Long,2023-05-10 14:00,28196,39.057151,7264.63,0.66,6476.91,7.32,7264.63,0.66,0,0
586,多頭進場,Long,2023-05-10 13:45,28010,39.057151,7264.63,0.66,6476.91,7.32,7264.63,0.66,0,0
585,多頭出場,Close entry(s) order Long,2023-05-06 02:15,29645,36.741757,-3306.76,-0.3,-787.72,-3.23,2094.28,0.19,4115.08,0.38
585,多頭進場,Long,2023-05-06 01:45,29735,36.741757,-3306.76,-0.3,-787.72,-3.23,2094.28,0.19,4115.08,0.38
584,多頭出場,Close entry(s) order Long,2023-05-05 16:15,29235,26.15171,-3687.39,-0.48,2519.03,-3.47,2092.14,0.27,4916.52,0.64
584,多頭進場,Long,2023-05-05 15:45,29376,26.15171,-3687.39,-0.48,2519.03,-3.47,2092.14,0.27,4916.52,0.64
583,多頭出場,Close entry(s) order Long,2023-05-05 04:45,29201,37.393409,-5422.04,-0.49,6206.43,-4.86,6842.99,0.62,5870.77,0.53
583,多頭進場,Long,2023-05-05 02:45,29346,37.393409,-5422.04,-0.49,6206.43,-4.86,6842.99,0.62,5870.77,0.53
582,多頭出場,Close entry(s) order Long,2023-05-03 22:45,28987,18.571801,2228.62,0.42,11628.47,2.04,3640.07,0.68,0,0
582,多頭進場,Long,2023-05-03 22:30,28867,18.571801,2228.62,0.42,11628.47,2.04,3640.07,0.68,0,0
581,空頭出場,Close entry(s) order Short,2023-05-03 22:15,28634,18.922025,-6338.88,-1.18,9399.85,-5.48,151.38,0.03,6698.40,1.25
581,空頭進場,Short,2023-05-03 20:15,28299,18.922025,-6338.88,-1.18,9399.85,-5.48,151.38,0.03,6698.40,1.25
580,多頭出場,Stop Loss,2023-05-03 18:45,28498,31.128658,-7346.36,-0.82,15738.73,-5.97,715.96,0.08,7346.36,0.82
580,多頭進場,Long,2023-05-03 18:45,28734,31.128658,-7346.36,-0.82,15738.73,-5.97,715.96,0.08,7346.36,0.82
579,空頭出場,Close entry(s) order Short,2023-05-02 14:15,28066,49.897156,2295.27,0.16,23085.10,1.9,2295.27,0.16,1447.02,0.1
579,空頭進場,Short,2023-05-02 14:00,28112,49.897156,2295.27,0.16,23085.10,1.9,2295.27,0.16,1447.02,0.1
578,多頭出場,Close entry(s) order Long,2023-04-30 19:30,29662,33.176613,-3981.19,-0.4,20789.83,-3.19,1758.36,0.18,7929.21,0.8
578,多頭進場,Long,2023-04-30 18:30,29782,33.176613,-3981.19,-0.4,20789.83,-3.19,1758.36,0.18,7929.21,0.8
577,多頭出場,Close entry(s) order Long,2023-04-30 16:15,29599,70.524187,12976.45,0.63,24771.02,11.61,16925.80,0.82,0,0
577,多頭進場,Long,2023-04-30 16:00,29415,70.524187,12976.45,0.63,24771.02,11.61,16925.80,0.82,0,0
576,空頭出場,Close entry(s) order Short,2023-04-30 12:15,29245,106.721053,-106.72,0,11794.57,-0.1,3415.07,0.11,747.05,0.02
576,空頭進場,Short,2023-04-30 11:45,29244,106.721053,-106.72,0,11794.57,-0.1,3415.07,0.11,747.05,0.02
575,空頭出場,Close entry(s) order Short,2023-04-30 00:15,29207,76.875541,845.63,0.04,11901.29,0.76,3997.53,0.18,3075.02,0.14
575,空頭進場,Short,2023-04-29 23:15,29218,76.875541,845.63,0.04,11901.29,0.76,3997.53,0.18,3075.02,0.14
574,空頭出場,Close entry(s) order Short,2023-04-29 17:45,29291,80.849849,323.40,0.01,11055.66,0.29,1455.30,0.06,2182.95,0.09
574,空頭進場,Short,2023-04-29 17:00,29295,80.849849,323.40,0.01,11055.66,0.29,1455.30,0.06,2182.95,0.09
573,多頭出場,Close entry(s) order Long,2023-04-28 00:00,29396,20.677447,-7629.98,-1.24,10732.26,-6.45,351.52,0.06,9925.17,1.61
573,多頭進場,Long,2023-04-27 22:15,29765,20.677447,-7629.98,-1.24,10732.26,-6.45,351.52,0.06,9925.17,1.61
572,多頭出場,Close entry(s) order Long,2023-04-27 19:45,29883,19.79231,4987.66,0.85,18362.24,4.4,5066.83,0.86,158.34,0.03
572,多頭進場,Long,2023-04-27 19:30,29631,19.79231,4987.66,0.85,18362.24,4.4,5066.83,0.86,158.34,0.03
571,多頭出場,Close entry(s) order Long,2023-04-27 02:30,28846,11.817682,-6759.71,-1.94,13374.58,-5.63,401.80,0.12,10127.75,2.91
571,多頭進場,Long,2023-04-27 01:30,29418,11.817682,-6759.71,-1.94,13374.58,-5.63,401.80,0.12,10127.75,2.91
570,多頭出場,Close entry(s) order Long,2023-04-26 10:00,28743,43.360078,3252.01,0.26,20134.29,2.78,4422.73,0.36,2298.08,0.18
570,多頭進場,Long,2023-04-26 09:30,28668,43.360078,3252.01,0.26,20134.29,2.78,4422.73,0.36,2298.08,0.18
569,多頭出場,Close entry(s) order Long,2023-04-25 21:30,27931,29.053838,1801.34,0.22,16882.28,1.57,3108.76,0.38,755.40,0.09
569,多頭進場,Long,2023-04-25 21:15,27869,29.053838,1801.34,0.22,16882.28,1.57,3108.76,0.38,755.40,0.09
568,多頭出場,Close entry(s) order Long,2023-04-25 19:00,27626,41.587447,2869.53,0.25,15080.95,2.56,3534.93,0.31,2827.95,0.25
568,多頭進場,Long,2023-04-25 18:45,27557,41.587447,2869.53,0.25,15080.95,2.56,3534.93,0.31,2827.95,0.25
567,空頭出場,Close entry(s) order Short,2023-04-25 08:45,27259,25.493275,1555.09,0.22,12211.41,1.41,1886.50,0.27,6806.70,0.98
567,空頭進場,Short,2023-04-24 19:45,27320,25.493275,1555.09,0.22,12211.41,1.41,1886.50,0.27,6806.70,0.98
566,空頭出場,Close entry(s) order Short,2023-04-24 16:30,27247,27.50089,2282.57,0.3,10656.32,2.11,2447.58,0.33,2805.09,0.37
566,空頭進場,Short,2023-04-24 15:45,27330,27.50089,2282.57,0.3,10656.32,2.11,2447.58,0.33,2805.09,0.37
565,多頭出場,Close entry(s) order Long,2023-04-24 02:15,27904,33.170826,2554.15,0.28,8373.75,2.41,3947.33,0.43,0,0
565,多頭進場,Long,2023-04-24 02:00,27827,33.170826,2554.15,0.28,8373.75,2.41,3947.33,0.43,0,0
564,空頭出場,Close entry(s) order Short,2023-04-23 02:45,27496,38.288823,689.20,0.07,5819.59,0.66,689.20,0.07,5819.90,0.55
564,空頭進場,Short,2023-04-23 01:45,27514,38.288823,689.20,0.07,5819.59,0.66,689.20,0.07,5819.90,0.55
563,多頭出場,Close entry(s) order Long,2023-04-19 02:15,30293,33.554734,-4764.77,-0.47,5130.40,-4.34,268.44,0.03,5972.74,0.58
563,多頭進場,Long,2023-04-18 22:00,30435,33.554734,-4764.77,-0.47,5130.40,-4.34,268.44,0.03,5972.74,0.58
562,空頭出場,Close entry(s) order Short,2023-04-17 00:45,30311,42.87951,128.64,0.01,9895.17,0.12,1715.18,0.13,5059.78,0.39
562,空頭進場,Short,2023-04-16 22:15,30314,42.87951,128.64,0.01,9895.17,0.12,1715.18,0.13,5059.78,0.39
561,空頭出場,Close entry(s) order Short,2023-04-16 21:15,30324,46.827011,655.58,0.05,9766.53,0.6,5572.41,0.39,1077.02,0.08
561,空頭進場,Short,2023-04-16 21:00,30338,46.827011,655.58,0.05,9766.53,0.6,5572.41,0.39,1077.02,0.08
560,多頭出場,Close entry(s) order Long,2023-04-16 20:00,30498,91.400691,11607.89,0.42,9110.95,11.91,11607.89,0.42,3564.63,0.13
560,多頭進場,Long,2023-04-16 19:30,30371,91.400691,11607.89,0.42,9110.95,11.91,11607.89,0.42,3564.63,0.13
559,多頭出場,Close entry(s) order Long,2023-04-14 02:15,30854,31.393804,2699.87,0.28,-2496.94,2.85,3327.74,0.34,2668.47,0.28
559,多頭進場,Long,2023-04-14 01:45,30768,31.393804,2699.87,0.28,-2496.94,2.85,3327.74,0.34,2668.47,0.28
558,多頭出場,Stop Loss,2023-04-11 20:30,30280,32.230996,-5382.58,-0.55,-5196.80,-5.37,0,0,5382.58,0.55
558,多頭進場,Long,2023-04-11 20:30,30447,32.230996,-5382.58,-0.55,-5196.80,-5.37,0,0,5382.58,0.55
557,多頭出場,Close entry(s) order Long,2023-04-10 18:00,29077,30.70951,15016.95,1.71,185.77,17.63,17965.06,2.05,0,0
557,多頭進場,Long,2023-04-10 17:45,28588,30.70951,15016.95,1.71,185.77,17.63,17965.06,2.05,0,0
556,多頭出場,Close entry(s) order Long,2023-04-10 17:15,28421,38.160231,-4006.82,-0.37,-14831.18,-4.49,686.88,0.06,4693.71,0.43
556,多頭進場,Long,2023-04-10 16:45,28526,38.160231,-4006.82,-0.37,-14831.18,-4.49,686.88,0.06,4693.71,0.43
555,多頭出場,Close entry(s) order Long,2023-04-09 20:15,28099,64.811502,2657.27,0.15,-10824.35,3.07,2657.27,0.15,1879.53,0.1
555,多頭進場,Long,2023-04-09 20:00,28058,64.811502,2657.27,0.15,-10824.35,3.07,2657.27,0.15,1879.53,0.1
554,空頭出場,Close entry(s) order Short,2023-04-09 07:30,27976,85.23315,596.63,0.03,-13481.62,0.69,3238.86,0.14,0,0
554,空頭進場,Short,2023-04-09 07:15,27983,85.23315,596.63,0.03,-13481.62,0.69,3238.86,0.14,0,0
553,多頭出場,Close entry(s) order Long,2023-04-08 06:00,28004,76.756699,-4682.16,-0.22,-14078.26,-5.17,76.76,0,5372.97,0.25
553,多頭進場,Long,2023-04-08 04:30,28065,76.756699,-4682.16,-0.22,-14078.26,-5.17,76.76,0,5372.97,0.25
552,多頭出場,Close entry(s) order Long,2023-04-05 02:00,28692,29.485886,7341.99,0.88,-9396.10,8.82,8668.85,1.03,324.34,0.04
552,多頭進場,Long,2023-04-05 01:45,28443,29.485886,7341.99,0.88,-9396.10,8.82,8668.85,1.03,324.34,0.04
551,多頭出場,Close entry(s) order Long,2023-04-04 14:45,28191,26.778652,-4605.93,-0.61,-16738.08,-5.24,1553.16,0.2,4793.38,0.63
551,多頭進場,Long,2023-04-04 12:15,28363,26.778652,-4605.93,-0.61,-16738.08,-5.24,1553.16,0.2,4793.38,0.63
550,空頭出場,Close entry(s) order Short,2023-04-03 16:15,27981,24.379175,658.24,0.1,-12132.16,0.75,682.62,0.1,1584.65,0.23
550,空頭進場,Short,2023-04-03 16:00,28008,24.379175,658.24,0.1,-12132.16,0.75,682.62,0.1,1584.65,0.23
549,多頭出場,Close entry(s) order Long,2023-04-03 13:30,28141,25.651618,-6925.94,-0.95,-12790.39,-7.36,2436.90,0.33,7336.36,1.01
549,多頭進場,Long,2023-04-03 09:30,28411,25.651618,-6925.94,-0.95,-12790.39,-7.36,2436.90,0.33,7336.36,1.01
548,多頭出場,Close entry(s) order Long,2023-03-31 15:45,28536,21.924148,1315.45,0.21,-5864.46,1.42,1753.93,0.28,3157.08,0.51
548,多頭進場,Long,2023-03-31 14:45,28476,21.924148,1315.45,0.21,-5864.46,1.42,1753.93,0.28,3157.08,0.51
547,多頭出場,Close entry(s) order Long,2023-03-30 03:45,29128,20.690606,6000.28,1.01,-7179.91,6.91,6869.28,1.15,0,0
547,多頭進場,Long,2023-03-30 03:30,28838,20.690606,6000.28,1.01,-7179.91,6.91,6869.28,1.15,0,0
546,多頭出場,Close entry(s) order Long,2023-03-29 06:00,27584,36.781829,1213.80,0.12,-13180.18,1.42,1655.18,0.16,1066.67,0.11
546,多頭進場,Long,2023-03-29 05:45,27551,36.781829,1213.80,0.12,-13180.18,1.42,1655.18,0.16,1066.67,0.11
545,空頭出場,Close entry(s) order Short,2023-03-28 18:45,26820,27.634045,1879.12,0.25,-14393.98,2.24,3537.16,0.48,967.19,0.13
545,空頭進場,Short,2023-03-28 18:00,26888,27.634045,1879.12,0.25,-14393.98,2.24,3537.16,0.48,967.19,0.13
544,空頭出場,Close entry(s) order Short,2023-03-26 07:30,27538,53.268422,2077.47,0.14,-16273.10,2.54,2876.49,0.2,53.27,0
544,空頭進場,Short,2023-03-26 07:15,27577,53.268422,2077.47,0.14,-16273.10,2.54,2876.49,0.2,53.27,0
543,空頭出場,Close entry(s) order Short,2023-03-25 19:15,27349,29.313798,4807.46,0.6,-18350.56,6.26,6243.84,0.77,2667.56,0.33
543,空頭進場,Short,2023-03-25 17:30,27513,29.313798,4807.46,0.6,-18350.56,6.26,6243.84,0.77,2667.56,0.33
542,空頭出場,Close entry(s) order Short,2023-03-23 20:00,28425,12.689783,-5761.16,-1.62,-23158.03,-6.97,1814.64,0.51,6700.21,1.89
542,空頭進場,Short,2023-03-23 19:00,27971,12.689783,-5761.16,-1.62,-23158.03,-6.97,1814.64,0.51,6700.21,1.89
541,多頭出場,Close entry(s) order Long,2023-03-23 17:30,28290,12.490019,-3871.91,-1.08,-17396.87,-4.48,1648.68,0.46,4646.29,1.3
541,多頭進場,Long,2023-03-23 15:45,28600,12.490019,-3871.91,-1.08,-17396.87,-4.48,1648.68,0.46,4646.29,1.3
540,多頭出場,Close entry(s) order Long,2023-03-21 16:45,28414,18.689322,4354.61,0.83,-13524.96,5.3,5700.24,1.08,186.89,0.04
540,多頭進場,Long,2023-03-21 16:30,28181,18.689322,4354.61,0.83,-13524.96,5.3,5700.24,1.08,186.89,0.04
539,多頭出場,Close entry(s) order Long,2023-03-21 13:00,28282,18.224098,1585.50,0.31,-17879.57,1.97,2168.67,0.42,1093.45,0.21
539,多頭進場,Long,2023-03-21 12:45,28195,18.224098,1585.50,0.31,-17879.57,1.97,2168.67,0.42,1093.45,0.21
538,多頭出場,Close entry(s) order Long,2023-03-20 09:00,28413,13.85087,2410.05,0.62,-19465.07,3.08,3878.24,0.99,1952.97,0.5
538,多頭進場,Long,2023-03-20 07:45,28239,13.85087,2410.05,0.62,-19465.07,3.08,3878.24,0.99,1952.97,0.5
537,多頭出場,Close entry(s) order Long,2023-03-19 23:30,28327,11.569178,1492.42,0.46,-21875.12,1.95,2013.04,0.62,2695.62,0.83
537,多頭進場,Long,2023-03-19 21:15,28198,11.569178,1492.42,0.46,-21875.12,1.95,2013.04,0.62,2695.62,0.83
536,多頭出場,Close entry(s) order Long,2023-03-17 02:00,25729,17.726774,5477.57,1.22,-23367.54,7.7,6363.91,1.41,2339.93,0.52
536,多頭進場,Long,2023-03-17 01:30,25420,17.726774,5477.57,1.22,-23367.54,7.7,6363.91,1.41,2339.93,0.52
535,多頭出場,Close entry(s) order Long,2023-03-16 22:00,24979,16.149548,-2115.59,-0.52,-28845.12,-2.89,339.14,0.08,2923.07,0.72
535,多頭進場,Long,2023-03-16 21:45,25110,16.149548,-2115.59,-0.52,-28845.12,-2.89,339.14,0.08,2923.07,0.72
534,多頭出場,Close entry(s) order Long,2023-03-14 13:00,25991,9.50859,3774.91,1.55,-26729.53,5.43,5286.78,2.17,893.81,0.37
534,多頭進場,Long,2023-03-14 12:45,25594,9.50859,3774.91,1.55,-26729.53,5.43,5286.78,2.17,893.81,0.37
533,多頭出場,Close entry(s) order Long,2023-03-13 14:30,23467,9.380363,4080.46,1.89,-30504.44,6.24,4934.07,2.28,281.41,0.13
533,多頭進場,Long,2023-03-13 14:15,23032,9.380363,4080.46,1.89,-30504.44,6.24,4934.07,2.28,281.41,0.13
532,多頭出場,Close entry(s) order Long,2023-03-12 22:30,22032,10.723691,5576.32,2.42,-34584.89,9.32,6520.00,2.83,2037.50,0.88
532,多頭進場,Long,2023-03-12 20:45,21512,10.723691,5576.32,2.42,-34584.89,9.32,6520.00,2.83,2037.50,0.88
531,多頭出場,Close entry(s) order Long,2023-03-12 15:30,20611,31.786732,-953.60,-0.15,-40161.21,-1.57,127.15,0.02,1144.32,0.17
531,多頭進場,Long,2023-03-12 15:15,20641,31.786732,-953.60,-0.15,-40161.21,-1.57,127.15,0.02,1144.32,0.17
530,多頭出場,Close entry(s) order Long,2023-03-12 06:00,20607,31.994328,-2399.57,-0.36,-39207.61,-3.8,351.94,0.05,3071.46,0.46
530,多頭進場,Long,2023-03-12 05:15,20682,31.994328,-2399.57,-0.36,-39207.61,-3.8,351.94,0.05,3071.46,0.46
529,空頭出場,Close entry(s) order Short,2023-03-07 20:15,22076,23.128446,1110.17,0.22,-36808.04,1.79,2983.57,0.58,393.18,0.08
529,空頭進場,Short,2023-03-07 20:00,22124,23.128446,1110.17,0.22,-36808.04,1.79,2983.57,0.58,393.18,0.08
528,空頭出場,Close entry(s) order Short,2023-03-06 19:45,22383,39.232858,745.42,0.08,-37918.20,1.22,1137.75,0.13,0,0
528,空頭進場,Short,2023-03-06 19:30,22402,39.232858,745.42,0.08,-37918.20,1.22,1137.75,0.13,0,0
527,多頭出場,Close entry(s) order Long,2023-03-06 16:30,22492,45.215789,-3165.11,-0.31,-38663.63,-4.91,813.88,0.08,3210.32,0.31
527,多頭進場,Long,2023-03-06 16:00,22562,45.215789,-3165.11,-0.31,-38663.63,-4.91,813.88,0.08,3210.32,0.31
526,空頭出場,Stop Loss,2023-03-05 10:15,22433,22.624055,-2285.03,-0.45,-35498.52,-3.42,565.60,0.11,2986.38,0.59
526,空頭進場,Short,2023-03-05 02:45,22332,22.624055,-2285.03,-0.45,-35498.52,-3.42,565.60,0.11,2986.38,0.59
525,空頭出場,Close entry(s) order Short,2023-02-28 21:15,23167,25.936684,1685.88,0.28,-33213.49,2.59,2775.23,0.46,2878.97,0.48
525,空頭進場,Short,2023-02-28 19:30,23232,25.936684,1685.88,0.28,-33213.49,2.59,2775.23,0.46,2878.97,0.48
524,多頭出場,Close entry(s) order Long,2023-02-27 14:30,23790,28.940339,1215.49,0.18,-34899.38,1.9,2951.91,0.43,2025.82,0.29
524,多頭進場,Long,2023-02-27 13:45,23748,28.940339,1215.49,0.18,-34899.38,1.9,2951.91,0.43,2025.82,0.29
523,多頭出場,Close entry(s) order Long,2023-02-27 04:15,23524,36.651202,-3115.35,-0.36,-36114.87,-4.65,329.86,0.04,3371.91,0.39
523,多頭進場,Long,2023-02-27 03:30,23609,36.651202,-3115.35,-0.36,-36114.87,-4.65,329.86,0.04,3371.91,0.39
522,多頭出場,Close entry(s) order Long,2023-02-27 01:15,23457,23.009763,-2093.89,-0.39,-32999.52,-3.03,828.35,0.15,2393.02,0.44
522,多頭進場,Long,2023-02-26 23:15,23548,23.009763,-2093.89,-0.39,-32999.52,-3.03,828.35,0.15,2393.02,0.44
521,多頭出場,Close entry(s) order Long,2023-02-26 19:00,23490,32.525347,1853.94,0.24,-30905.63,2.76,3089.91,0.41,325.25,0.04
521,多頭進場,Long,2023-02-26 18:45,23433,32.525347,1853.94,0.24,-30905.63,2.76,3089.91,0.41,325.25,0.04
520,空頭出場,Close entry(s) order Short,2023-02-26 13:15,23163,45.929619,275.58,0.03,-32759.58,0.41,918.59,0.09,734.87,0.07
520,空頭進場,Short,2023-02-26 13:00,23169,45.929619,275.58,0.03,-32759.58,0.41,918.59,0.09,734.87,0.07
519,空頭出場,Close entry(s) order Short,2023-02-24 13:00,23889,34.140206,443.82,0.05,-33035.15,0.67,955.93,0.12,1502.17,0.18
519,空頭進場,Short,2023-02-24 12:30,23902,34.140206,443.82,0.05,-33035.15,0.67,955.93,0.12,1502.17,0.18
518,多頭出場,Stop Loss,2023-02-21 02:45,24937,29.652766,-4092.08,-0.55,-33478.98,-5.8,0,0,4092.08,0.55
518,多頭進場,Long,2023-02-21 02:45,25075,29.652766,-4092.08,-0.55,-33478.98,-5.8,0,0,4092.08,0.55
517,多頭出場,Close entry(s) order Long,2023-02-19 05:45,24752,54.391896,-4242.57,-0.31,-29386.89,-5.67,0,0,4242.57,0.31
517,多頭進場,Long,2023-02-19 05:30,24830,54.391896,-4242.57,-0.31,-29386.89,-5.67,0,0,4242.57,0.31
516,空頭出場,Close entry(s) order Short,2023-02-17 23:00,24684,13.514055,-6838.11,-2.09,-25144.33,-8.37,878.41,0.27,7567.87,2.32
516,空頭進場,Short,2023-02-17 22:15,24178,13.514055,-6838.11,-2.09,-25144.33,-8.37,878.41,0.27,7567.87,2.32
515,多頭出場,Close entry(s) order Long,2023-02-17 22:00,24482,15.46894,-7440.56,-1.93,-18306.21,-8.35,788.92,0.2,8074.79,2.09
515,多頭進場,Long,2023-02-17 20:15,24963,15.46894,-7440.56,-1.93,-18306.21,-8.35,788.92,0.2,8074.79,2.09
514,空頭出場,Close entry(s) order Short,2023-02-17 20:00,24533,22.860332,-15202.12,-2.79,-10865.65,-14.57,205.74,0.04,15796.49,2.9
514,空頭進場,Short,2023-02-17 15:00,23868,22.860332,-15202.12,-2.79,-10865.65,-14.57,205.74,0.04,15796.49,2.9
513,多頭出場,Close entry(s) order Long,2023-02-16 16:00,25063,25.714122,7354.24,1.15,4336.47,7.58,7945.66,1.25,0,0
513,多頭進場,Long,2023-02-16 15:45,24777,25.714122,7354.24,1.15,4336.47,7.58,7945.66,1.25,0,0
512,多頭出場,Close entry(s) order Long,2023-02-15 12:15,22695,48.564,11169.72,1.02,-3017.77,13.02,13257.97,1.22,1699.74,0.16
512,多頭進場,Long,2023-02-15 11:45,22465,48.564,11169.72,1.02,-3017.77,13.02,13257.97,1.22,1699.74,0.16
511,多頭出場,Close entry(s) order Long,2023-02-14 19:30,22208,24.320598,1726.76,0.32,-14187.49,2.05,1897.01,0.35,1507.88,0.28
511,多頭進場,Long,2023-02-14 18:15,22137,24.320598,1726.76,0.32,-14187.49,2.05,1897.01,0.35,1507.88,0.28
510,多頭出場,Close entry(s) order Long,2023-02-14 15:45,21998,20.838218,-5730.51,-1.23,-15914.25,-6.38,896.04,0.19,8168.58,1.76
510,多頭進場,Long,2023-02-14 15:00,22273,20.838218,-5730.51,-1.23,-15914.25,-6.38,896.04,0.19,8168.58,1.76
509,多頭出場,Close entry(s) order Long,2023-02-13 23:45,21821,49.104227,49.10,0,-10183.74,0.05,1767.75,0.16,1129.40,0.11
509,多頭進場,Long,2023-02-13 23:30,21820,49.104227,49.10,0,-10183.74,0.05,1767.75,0.16,1129.40,0.11
508,空頭出場,Stop Loss,2023-02-13 23:00,21742,40.812866,-6774.94,-0.77,-10232.85,-7.02,326.50,0.04,6774.94,0.77
508,空頭進場,Short,2023-02-13 19:45,21576,40.812866,-6774.94,-0.77,-10232.85,-7.02,326.50,0.04,6774.94,0.77
507,空頭出場,Close entry(s) order Short,2023-02-13 13:15,21650,48.442184,1453.27,0.14,-3457.91,1.53,1647.03,0.16,1840.80,0.18
507,空頭進場,Short,2023-02-13 12:45,21680,48.442184,1453.27,0.14,-3457.91,1.53,1647.03,0.16,1840.80,0.18
506,多頭出場,Close entry(s) order Long,2023-02-12 15:30,21900,78.758019,-3937.90,-0.23,-4911.18,-3.98,1575.16,0.09,4489.21,0.26
506,多頭進場,Long,2023-02-12 14:45,21950,78.758019,-3937.90,-0.23,-4911.18,-3.98,1575.16,0.09,4489.21,0.26
505,多頭出場,Stop Loss,2023-02-12 10:00,21841,87.786981,-6584.02,-0.34,-973.28,-6.23,175.57,0.01,6584.02,0.34
505,多頭進場,Long,2023-02-12 10:00,21916,87.786981,-6584.02,-0.34,-973.28,-6.23,175.57,0.01,6584.02,0.34
504,多頭出場,Close entry(s) order Long,2023-02-11 22:45,21871,85.348946,4011.40,0.22,5610.75,3.95,4694.19,0.25,3413.96,0.18
504,多頭進場,Long,2023-02-11 22:00,21824,85.348946,4011.40,0.22,5610.75,3.95,4694.19,0.25,3413.96,0.18
503,空頭出場,Close entry(s) order Short,2023-02-07 20:30,23187,27.365121,-10508.21,-1.68,1599.35,-9.37,355.75,0.06,10508.21,1.68
503,空頭進場,Short,2023-02-07 18:30,22803,27.365121,-10508.21,-1.68,1599.35,-9.37,355.75,0.06,10508.21,1.68
502,多頭出場,Close entry(s) order Long,2023-02-07 18:15,23160,41.137005,-5347.81,-0.56,12107.55,-4.55,1974.58,0.21,6170.55,0.64
502,多頭進場,Long,2023-02-07 18:00,23290,41.137005,-5347.81,-0.56,12107.55,-4.55,1974.58,0.21,6170.55,0.64
501,空頭出場,Close entry(s) order Short,2023-02-06 23:15,22733,60.745456,7714.67,0.56,17455.36,7.03,10751.95,0.77,3705.47,0.27
501,空頭進場,Short,2023-02-06 22:15,22860,60.745456,7714.67,0.56,17455.36,7.03,10751.95,0.77,3705.47,0.27
500,空頭出場,Stop Loss,2023-02-05 06:30,23404,151.558395,-7274.80,-0.21,9740.69,-6.22,303.12,0.01,7274.80,0.21
500,空頭進場,Short,2023-02-05 06:30,23356,151.558395,-7274.80,-0.21,9740.69,-6.22,303.12,0.01,7274.80,0.21
499,空頭出場,Close entry(s) order Short,2023-02-04 15:30,23426,79.431346,1112.04,0.06,17015.49,0.96,1112.04,0.06,2382.94,0.13
499,空頭進場,Short,2023-02-04 14:30,23440,79.431346,1112.04,0.06,17015.49,0.96,1112.04,0.06,2382.94,0.13
498,多頭出場,Close entry(s) order Long,2023-02-01 20:00,23392,26.181838,2696.73,0.44,15903.45,2.38,5472.00,0.9,3115.64,0.51
498,多頭進場,Long,2023-02-01 19:45,23289,26.181838,2696.73,0.44,15903.45,2.38,5472.00,0.9,3115.64,0.51
497,多頭出場,Close entry(s) order Long,2023-01-29 13:30,23591,38.853374,893.63,0.1,13206.72,0.8,2136.94,0.23,0,0
